Name,AddressDetails,Latitude,Longitude
Tasty Bolle Cafe,"34 North Street, Romford",51.5793863,0.1795493
Taylor St Baristas,"1A New Street, London",51.517504,-0.080009
Taylor St Baristas,"8 South Colonnade, London, Canary Wharf",51.5048147,-0.0218717
Teas Me,"129A Ladbroke Grove, London",51.5162364,-0.2094594
Tesco Cafe,"Church Langley Way, Harlow",51.7660163,0.1324283
Thames Innovation Centre,"2 Veridion Way, Erith",51.495932,0.1422437
The Atrium Woodford,"Inmans Row, Woodford Green",51.6141102,0.0262391
The Bermondsey Square Hotel,"Bermondsey Square, Tower Bridge Road, London",51.4977051,-0.0814154
The Blue Rooms Cafe,"156 Ongar Road, Abridge",51.657029,0.144635
The Breakfast Club,"33 D'Arblay Street, London",51.5147287,-0.135393
The Breakfast Club,"31 Islington high Street, London",51.5351062,-0.1037338
The Buffalo,"4 Southbury Road, Enfield",51.6524154,-0.0803107
The Bungalow Cafe,"49 Spratt Hall Road, London",51.5771946,0.021271
The Canteen Cafe,"127 High Road, London",51.5963158,0.0214144
The Capital Hotel,"22-24 Basil Street, London",51.500036,-0.161589
The Chocolate Room,"324 Station Road, Harrow",51.5807973,-0.3335973
The Coffee Shop,"11 The Broadway, Wembley",51.5625991,-0.2921866
The Coffeelink,"Waltham Cross Railway Station, Station Approach, Waltham Cross",51.6851232,-0.0266134
The Craft Cabin E4,"57 Station Road, London",51.6314765,0.0044818
The Dolls House On The Hill,"44 High Street, Harrow",51.5719658,-0.3385224
The Don Restaurant,"The Courtyard, 20 Saint Swithin's Lane, London",51.511823,-0.0890573
The Gallery Cafe,"St. Margarets House Settlement, 21 Old Ford Road, London",51.529874,-0.05447
The Garden Community Cafe,"7 Cundy Road, Newham, London",51.5111108,0.0329965
The Larder at Butlers Retreat,"12 Ranger's Road, London",51.6344691,0.0184798
The Larder Wanstead,"39 High Street, London",51.5791106,0.0251585
The Market Tavern,"Western International Market, Hayes Road, Southall",51.4966027,-0.4021796
The Merchant Tea & Coffee Co,"115-123 High Street, Barkingside",51.5920218,0.0832523
The Mount Street Deli,"100 Mount Street, London",51.5096884,-0.1505157
The National Archives,"Bessant Drive, Kew",51.481465,-0.280071
The Orange Couch,"86 Victoria Road, Ruislip",51.5712766,-0.4118829
The Orangery at Kew Gardens,"Kew Gardens, Richmond",51.4832263,-0.2933852
The Orangery Restaurant,"Kensington Palace, Kensington Gardens, London",51.506545,-0.187755
The Pantry,"12 Station Road, Hayes",51.5066191,-0.4191422
The Pantry Cafe,"357 High Street, London",51.5383051,-0.0012947
The Pink Simba,"215 Kenton Road, Harrow",51.583393,-0.3142669
THE QUEENS ROOMS Grill / Cafe/ Wine Bar,"69 Queen's Road, Buckhurst Hill",51.6255013,0.042714
The Slug And Lettuce,"219-221 High Street, Uxbridge",51.5446765,-0.4754682
The Squadron,North Weald Bassett,51.7215712,0.1496793
The Table Caf??,"83 Southwark Street, London",51.5055067,-0.0997138
The Union Bar & Grill,"4 Sheldon Square, London, Paddington",51.5195004,-0.1798736
The V&A Cafe,"Cromwell Road, London",51.4966458,-0.1735345
The Verde Cafe,"88 High Street, Epping",51.6969891,0.1090233
The View Tube,"The Greenway, Marshgate Lane, London",51.5353432,-0.0131133
The Wallace Restaurant,"The Wallace Collection, Hertford House, Manchester Square, London",51.5175861,-0.1533964
The Wolseley,"160 Piccadilly, London",51.5074095,-0.1409203
Titanic Cafe,"124 Cranbrook Road, Ilford",51.5623219,0.0682707
Todd Sloane,"71 High Street, Epping",51.6967656,0.1076289
Tooty Fruity Ltd,"Loughton Station Station Approach, Loughton",51.6415706,0.0552791
Tricostar,"1 Electric Avenue, Enfield",51.6744819,-0.0219076
Twist Dessert Lounge,"374 Pinner Road, Harrow, North Harrow",51.5867683,-0.3615381
USSR,"679-691 High Road Leyton, London",51.5713896,-0.0086143
Vine,"207a High St, Waltham Cross",51.7023892,-0.0351651
Volunteer,"Honey Lane, Waltham Abbey",51.6781652,0.0400142
Vortex Downstairs,"11 Gillett Street, London",51.5488516,-0.0767296
Wild Bean Caf??,"London Road, North Weald Bassett",51.749577,0.134647
Wild Bean Cafe,"Bp Connect, Southern Way, Harlow",51.7537742,0.107165
Wild Food Cafe,"1st Floor, 14 Neal's Yard, Covent Garden",51.514466,-0.126376
Will To Win,"Culmington Road, Ealing, Greater London, Ealing",51.505923,-0.3094
Will to Win Regents Park Tennis Centre,"York Bridge, Inner Circle, London",51.525577,-0.153803
Wilton Way Cafe,"63 Wilton Way, London",51.5457006,-0.061426
Wilton's Music Hall,"1 Graces Alley, London",51.5107013,-0.0668967
Wings Caf??,North Weald,51.7200293,0.1452625
Wonder Cafe & Grill,Long Lane,51.532628,-0.453121
Workshop Coffee,"27 Clerkenwell Road, London",51.5224114,-0.1023542
Yumchaa Soho,"45 Berwick Street, London",51.5151937,-0.1360683
Agora Amusements,"297 Kentish Town Road, London",51.549366,-0.1412549
Alberico At Aspinalls,"27-28 Curzon Street, London",51.5063559,-0.1494503
Alex Poker,"34 Ashworth Place, Harlow",51.7669152,0.1398328
Aspers Casino,"Montfichet Road Olympic Park, 312 Montfichet Road, The Loft, London",51.543107,-0.006102
Big Gains No Pains Ltd,"Tenby Avenue, Harrow",51.5989927,-0.3159161
Caesars Entertainment UK,"55 Baker Street, London",51.5190609,-0.1564926
Cardsharp Casino,"36 Heathway, Dagenham",51.5335846,0.1484912
Cashino,"152 Putney High Street, London",51.4618219,-0.2168442
Cashino,"Kings Wines, 211 Whitechapel Road, London",51.5188939,-0.0622275
Casino,"108 Kilburn High Road, London",51.539372,-0.19469
Casino Cosmic,"129A Hoe Street, London",51.585743,-0.019443
Casino Knight,"177 Finchley Road, London",51.5456445,-0.1787697
casino Richess,"Edgware Road, Hyde Park, London",51.519197,-0.168374
Casino Whale,"9 Strand-On-The-Green, London",51.4847614,-0.278903
Casinoslotmachines.Eu,"17 Bowater Road, London",51.4940358,0.0423027
Caxnino,"211 Whitechapel Road, London",51.5188654,-0.0622098
City Slots,"371 North End Road, London",51.4839402,-0.2011985
City Slots,"108 Camden High Street, London",51.5374586,-0.1411502
Connoisseur Club,"2A Kensington High Street, London",51.5027022,-0.1882164
Crown Aspinalls,"27-28 Curzon Street, London",51.5064198,-0.1494642
Crystal Casino London,"69 Tottenham Court Road, London",51.520326,-0.134438
Empire Casino,"5-6 Leicester Square, London",51.510867,-0.130344
Family Leisure,"5 Wardour Street, London",51.5114795,-0.1321041
Family Leisure Ltd,"23 Gerrard Street, London",51.5115122,-0.1320423
First Class Fun Casino Events,"72 New Bond Street, London",51.5138046,-0.1457878
Gala Casino,"61-66 Russell Square, London",51.5218237,-0.1242399
Gala Coral Group,"2nd, 34 Saint James's Street, London",51.507275,-0.139551
Gaming Realms PLC,"1 Valentine Place, London",51.501587,-0.104951
Gamtec International Ltd,"1 Link Way, Denham, Uxbridge",51.5822643,-0.496232
Genting Casino Chinatown London,"93 - 107 Shaftesbury Avenue, London",51.512793,-0.130223
Genting Casino Cromwell Mint,"45 Cromwell Road, London",51.4952232,-0.1778841
Genting The Colony Club,"24 Hertford Street, London",51.5052622,-0.1497466
Grosvenor Casino Golden Horseshoe London,"79-81 Queensway, London",51.5122041,-0.1876476
Grosvenor Casino Piccadilly London,"3-4 Coventry Street, London",51.5104812,-0.1319138
Grosvenor Casino Russell Square London,"61-66 Russell Square, London",51.5219002,-0.123589
Grosvenor Casino St Giles,"262 Tottenham Court Road, London",51.5171929,-0.1307146
Grosvenor Casino The Barracuda London,"1 Baker Street, London",51.516601,-0.1554316
Grosvenor Casino The Gloucester London,"4-18 Harrington Gardens, London",51.4933647,-0.182941
Grosvenor Casino The Victoria London,"150-162 Edgware Road, London",51.5171346,-0.1652105
Grosvenor Casinos,"2A Kensington High Street, London",51.5014928,-0.1906573
John Boys Place,"206 Gunnersbury Avenue, London, Acton",51.4986933,-0.2825104
Leftfield Digital Ltd,"Castlewood House, 77-91 New Oxford Street, London",51.5164694,-0.1284481
Les Ambassadeurs Casino,"5 Hamilton Place, London",51.5043872,-0.1505799
Live Roulette,"43 Nelmes Way, Hornchurch",51.5763255,0.2270774
Lola's Underground Casino,"Cranbourn Street, London",51.511677,-0.129175
London Clubs International,"55 Baker Street, London",51.519149,-0.1566216
Maxims Casino Club,"1E Palace Gate, London",51.5013313,-0.1842442
Napoleons,"7 Leicester Square, London",51.5110045,-0.1302709
Napoleons Casino Leicester Square,"1 Leicester Square, London",51.5108356,-0.1306963
New Online Casino Ltd,"152 City Road, London",51.5272934,-0.0888966
Omanpx,"6 Edmund Hurst Drive, London",51.5156709,0.0683566
Palace Amusements,"37 Chapel Market, London",51.5337358,-0.1076509
Park Lane Club London,"22 Park Lane, London",51.5055869,-0.149932
Play 2 Win,"426 Edgware Road, London",51.5228451,-0.1738602
Play 2 Win,"1 Euston Road, London",51.5304039,-0.122625
Playboy Club London,"14 Old Park Lane, London",51.504662,-0.149412
Quicksilver,"32-36 Station Road, Hayes",51.5061094,-0.4192686
Quicksilver,"192 High Street, Hounslow",51.4689587,-0.3615667
Quicksilver,"164-168 Cricklewood Broadway, London",51.5568327,-0.215219
Quicksilver,"Clapham Junction Approach, 1 Saint John's Hill, Clapham Junction",51.4634038,-0.1683206
Quicksilver,"3 Seven Sisters Road, London",51.558146,-0.1191422
Quicksilver,"117 High Road, Wood Green",51.5933004,-0.1072174
Quicksilver,"9 High Road, London",51.5908416,-0.1040869
Quicksilver,"Elephant & Castle Underground, Unit 96 Shopping Centre, London",51.4943331,-0.0996766
Quicksilver,"281 Walworth Road, London",51.4876249,-0.0952222
Quicksilver,"38 Denmark Hill, London",51.4732487,-0.0933486
Quicksilver,"67 Kingsland High Street, London",51.5484739,-0.075541
Quicksilver,"2 Rye Lane, London",51.4732017,-0.0700033
Quicksilver,"475 High Road, London",51.5926012,-0.0699328
Quicksilver,"206 Southwark Park Road, Surrey Quays, London",51.4920896,-0.0644221
Quicksilver,"449-453 Bethnal Green Road, London",51.5273167,-0.0578306
Quicksilver,"387 Mare Street, London",51.5484842,-0.0553451
Quicksilver,"196 High Street, Walthamstow",51.584426,-0.0228599
Quicksilver,"96 Lewisham High Street, London",51.4625077,-0.0104523
Quicksilver,"12 Powis Street, London",51.4910251,0.0680641
Quicksilver,"2 Woolwich New Road, London",51.4905713,0.0692917
Quicksilver,"58 High Road, Ilford",51.5582912,0.0704445
Reels Casino Slots,United Kingdom,51.5139366,-0.4732463
Sagulls Lotto,"20-22 Bedford Row, London",51.5205064,-0.1161108
Silvertime Casino,"High Street, London",51.5358631,-0.2472071
Silvertime Casino,"10 Pembridge Road, London",51.5094112,-0.196978
Smart Live Casino,"233 High Holborn, London",51.5174634,-0.1194331
Smokin Aces,"Imperial House, Imperial Drive, Harrow",51.5762244,-0.3693189
Sportsman Casino,"Old Quebec Street, London",51.5141869,-0.1579346
Supercasino.com,"80 Silverthorne Road, London",51.4723012,-0.1459078
TCSJOHNHUXLEY Europe Ltd,"83 Victoria St, 4th Floor, London",51.4974533,-0.1350084
The Casino Experience,"1 Redston Road, London",51.5874045,-0.1321794
The Clermont Club,Uxbridge,51.5373333,-0.4873407
The Clermont Club,"44 Berkeley Square, London",51.5093524,-0.1464362
The Hippodrome Casino London,"Cranbourn Street, Leicester Square, London",51.511403,-0.128551
The Poker Room,"150 Edgware Road, London",51.5172409,-0.1655049
The Ritz Club,"150 Piccadilly, London",51.5072914,-0.1414323
UK expekt.com,"Colet Court, 100 Hammersmith Road, London",51.4937169,-0.216724
Oasis Church,"Oasis Church, Essex Road, Chadwell Heath, Romford",51.5683817,0.1211283
Saint Marks Church & Community Centre,"218 Tollgate Road, London",51.5158844,0.0557058
Food City,"308 Seven Sisters Road, London",51.5653637,-0.1031255
Bodgers of Ilford,"1-12 Station Road, Ilford",51.5590319,0.0705213
Karaoke Mic,"Harrow Road, Harrow",51.5522245,-0.3025833
Heal's,"196 Tottenham Court Road, London",51.5211364,-0.1346757
The Peanut Vendor,"6 Gunmakers Lane, Gunmakers Wharf, London",51.535249,-0.034246
Asda,"Forty Lane, Wembley",51.564732,-0.275725
Asda,"2-20 Western Road, London",51.528561,-0.270169
Asda Beckton Superstore,"Tollgate Road, London",51.5147501,0.0583956
Asda Dagenham Superstore,"Merrielands Crescent, Dagenham",51.5301435,0.1425287
Asda Isle of Dogs Superstore,"151 East Ferry Road, Isle Of Dogs",51.4940037,-0.0123694
Asda Leyton Mills Superstore,"Marshall Road, Leyton",51.5563882,-0.0090816
Asda Superstore,"Capitol Way off, Edgware Road, Edgware, Colindale",51.5939281,-0.2620121
BP,"Gunnersbury Avenue, London",51.5011069,-0.2859407
Morrisons,"Stirling Way, Borehamwood",51.644245,-0.255919
Morrisons,"327 Southbury Road, Enfield",51.6483428,-0.0587105
Morrisons,"6-, 7 Chingford Mount Road, Chingford",51.6076138,-0.0218771
Morrisons,"2 Twin Tumps Way, Thamesmead",51.5078023,0.105698
Tesco Extra,"Glencoe Road, Hayes",51.5245724,-0.3851813
Tesco Superstore,"Church Langley Way, Harlow",51.76605,0.132383
Richardson Stocktaking,"Hulse Avenue, Romford",51.5963611,0.1614638
Conrad London St. James,"22-28 Broadway, London",51.499452,-0.132925
Creation Dance Head Offfice,"55 Ickworth Park Road, London",51.5873266,-0.0336477
Heathrow Hotel Bath Road,"The Grove, Bath Road, Sipson, West Drayton",51.4818995,-0.4678104
Hotel Mercure London Bridge,"71-, 79 Southwark Street, London",51.5052581,-0.0991698
Hotel Novotel London Blackfriars,"46 Blackfriars Road, London",51.5050338,-0.1047245
Hotel Novotel London Tower Bridge,"10 Pepys Street, London",51.510644,-0.0773503
Hotel Novotel London Waterloo,"113 Lambeth Road, London",51.4943884,-0.118718
Hotel Pullman London St Pancras,"100, 110 Euston Road, London",51.5286903,-0.127973
International Hotel,"163 Marsh Wall, London",51.5019234,-0.0232247
LDG Fitness Centre,"891 High Road, Ilford, Chadwell Heath",51.5687363,0.1177974
London Bridge Hotel,"8-18 London Bridge Street, London",51.5052092,-0.0881615
London Marriott Hotel Marble Arch,"134 George Street, London",51.5164129,-0.1635826
Third Space Canary Wharf,"16-19 Canada Square, London",51.5045739,-0.0160521
The Artworks Elephant,"Artworks, Elephant Road, London",51.493044,-0.098674
Asda Living,"Unit 4a Tottenham Hale Retail Park, Broad Lane, London",51.5871092,-0.0610109
Norpar Flowers,"Norpar Flowers, Shonksmill Road, Navestock, Romford",51.662371,0.227295
Botwell Green Library,"Botwell Green Sports and Leisure Centre, East Avenue, Hayes",51.5084,-0.418273
Aloft London Excel,"One Eastern Gateway, Royal Victoria Dock, London",51.5084737,0.0352818
Blakes Hotel,"33 Roland Gardens, London",51.4892871,-0.1802815
Boston Manor Hotel,"146-152 Boston Road, London",51.503826,-0.333477
Bvlgari Hotel London,"171 Knightsbridge, London",51.5015314,-0.1627878
Danubius Hotel Regents Park,"18 Lodge Road, St. JohnÉ??s Wood, London",51.529257,-0.168358
Devonshire Hotel,"94 Station Lane, Hornchurch",51.557546,0.220174
DoubleTree by Hilton Hotel London - Marble Arch,"4 Bryanston Street, Marble Arch, London",51.514573,-0.15666
Durrants Hotel London,"32 George Street, London",51.5179386,-0.1529794
Grange St.Paul's Hotel,"10 Godliman Street, London",51.5127427,-0.0996662
Hendon Hall Hotel,"Ashley Lane, London",51.59465,-0.218949
Hilton London Paddington,"146 Praed Street, London",51.515632,-0.175737
Holiday Villa Hotel,"35-37 Leinster Gardens, London",51.5134908,-0.1839231
Hotel ibis London Barking,"Highbridge Rd, Barking",51.533821,0.071985
Hotel ibis London Docklands,"1 Baffin Way, London",51.5070692,-0.007037
Hotel Ibis London Earl's Court,"47 Lillie Road, London",51.4859323,-0.1995372
Hotel ibis London Elstree Borehamwood,"Elstree Way, Borehamwood, London",51.6599178,-0.2660179
Hotel ibis London Heathrow Airport,"London Heathrow Airport, 112 Bath Road, Hayes, London",51.481152,-0.430768
Hotel ibis London Shepherds Bush,"3-5 Rockley Road, London",51.5034373,-0.2200781
Hotel ibis London Stratford,"1A Romford Road, London",51.5423409,0.004423
Hotel ibis Styles London Excel,"272 283 Victoria Dock Road, London",51.5100385,0.0269996
Hotel ibis Styles London Southwark Rose,"43-47 Southwark Bridge Road, London",51.5057658,-0.0950524
Hotel Mercure,"1A Lexham Gardens, London",51.4950097,-0.1906239
Hotel Mercure London Paddington,"144 Praed Street, London",51.5161548,-0.1747891
Hotel Novotel London City South,"53-61 Southwark Bridge Road, London",51.5054827,-0.0951171
Hotel Novotel London Excel,"Royal Victoria Dock, 7 Western Gateway, London",51.5078109,0.0231
Hotel Novotel London Greenwich,"173-185 Greenwich High Road, London",51.4778583,-0.0137463
Hotel Novotel London West,"1 Shortlands, London",51.4919691,-0.2200977
Ibis,"Royal Victoria Dock, 9 Western Gateway, London",51.5079318,0.0225584
ibis Hotel London Wembley,"Pop In Commercial Centre, South Way, Wembley, London",51.555263,-0.285134
Kings Cross Inn Hotel,"9-11 Euston Road, London",51.5301101,-0.1227501
Le M??ridien Piccadilly,"21 Piccadilly, London",51.5094416,-0.1362508
London Marriott Hotel County Hall,"London County Hall, Westminster Bridge Road, London",51.5010096,-0.1191948
London Marriott Hotel Grosvenor Square,"Grosvenor Square, London",51.5126,-0.150848
London Marriott Hotel Kensington,"147c Cromwell Road, London",51.494332,-0.189925
London Marriott Hotel Maida Vale,"Plaza Parade, London",51.5356383,-0.1902423
Novotel London Heathrow Airport,"Cherry Lane, West Drayton, Heathrow",51.497429,-0.455932
Park Plaza Riverbank London,"18 Albert Embankment, London",51.4913716,-0.121421
Premier Inn,"Redbridge Lane East, Ilford",51.5771846,0.0444502
Premier Inn,"2 New Road, Dagenham",51.5312314,0.1488104
Premier Inn Barking,"Highbridge Road, Barking",51.5343255,0.0716893
Premier Inn Chingford,"8 Ranger's Road, London",51.634347,0.020839
Premier Inn Hayes Heathrow,"362 Uxbridge Road, Hayes",51.518396,-0.405512
Premier Inn Heathrow Airport Bath Road,"15 Bath Road, Hounslow",51.4801339,-0.424473
Premier Inn Heathrow Airport M4 J4,"Shepiston Lane, Hayes",51.496056,-0.44831
Premier Inn London Angel Islington,"18 Parkfield Street, London",51.534855,-0.105556
Premier Inn London Beckton,"1 Woolwich Manor Way, London",51.515149,0.060854
Premier Inn London Blackfriars,"1-2 Dorset Rise, London",51.5129617,-0.1052016
Premier Inn London City Old Street,"Corsham Street, London",51.527608,-0.087626
Premier Inn London City Tower Hill,"22-24 Prescot Street, London",51.5113209,-0.0717034
Premier Inn London County Hall,"County Hall, Belvedere Road, London",51.5026569,-0.1179126
Premier Inn London Docklands ExCeL,"Royal Victoria Dock, 2 Festoon Way, London",51.5084334,0.0389414
Premier Inn London Ealing,"Parkman Ltd, 22-24 Uxbridge Road, London",51.512844,-0.309887
Premier Inn London Edgware,"Burnt Oak Broadway, Edgware",51.6081094,-0.2768299
Premier Inn London Elstree Borehamwood,"Warwick Road, Borehamwood",51.6587874,-0.2549683
Premier Inn London Enfield,"Inova Park, 4 Solar Way, Enfield",51.6751417,-0.0194658
Premier Inn London Euston,"1 Duke's Road, London",51.52778,-0.128876
Premier Inn London Greenford,"Western Avenue, Greenford",51.5329308,-0.32236
Premier Inn London Greenwich,"43 Greenwich High Road, London",51.4758471,-0.0198567
Premier Inn London Hammersmith Hotel,"255 King Street, London",51.493089,-0.238527
Premier Inn London Hampstead,"215 Haverstock Hill, London",51.5515136,-0.167058
Premier Inn London Hanger Lane,"1-6 Ritz Parade, London",51.5289193,-0.2908861
Premier Inn London Harrow,"134A Kenton Road, London",51.5826623,-0.3169099
Premier Inn London Kensington Earl's Court,"11 Knaresborough Place, London",51.4936113,-0.1908388
Premier Inn London Kensington Olympia,"22-32 West Cromwell Road, London",51.4943019,-0.1971961
Premier Inn London Kew Bridge,"52 High Street, Brentford",51.4849421,-0.3008069
Premier Inn London Kings Cross,"26-30 York Way, London",51.532001,-0.122086
Premier Inn London Leicester Square,"Queens House, 1 Leicester Square, London",51.5110449,-0.1301835
Premier Inn London Putney Bridge,"3 Putney Bridge Approach, London",51.4680065,-0.2108071
Premier Inn London Richmond,"136-138 Lower Mortlake Road, London",51.4667334,-0.2908344
Premier Inn London Southwark Borough Market,"Bankside, 34 Park Street, London",51.5071442,-0.0928705
Premier Inn London Stratford,"Westfield Stratford City, 9 Montfichet Road, London",51.5441274,-0.0091541
Premier Inn London Tower Bridge,"159 Tower Bridge Road, Southwark, London",51.499392,-0.079239
Premier Inn London Victoria Hotel,"82 - 83 Eccleston Square, London Victoria",51.4930979,-0.1428267
Premier Inn London Waterloo,"85 York Road, London",51.501748,-0.116486
Premier Inn London Wembley Stadium,"151 Wembley Park Drive, Wembley",51.562782,-0.281076
Premier Inn Loughton Buckhurst Hill,"High Road, Buckhurst Hill",51.625302,0.032313
Premier Inn Romford Central,"Mercury Gardens, Romford",51.5775638,0.1867596
Premier Inn Romford West,"Whalebone Lane North, Romford",51.5801211,0.1406948
Premier Inn Ruislip,"Ickenham Road, Ruislip",51.5731034,-0.4312343
Premier Inn Waltham Abbey,"Sewardstone Road, Waltham Abbey",51.6684478,0.0030953
Premier Inn Watford Central,"Timms Meadow, 69 Water Lane, Watford",51.654399,-0.387586
Premier Inn Watford Croxley Green Hotel,"2 Ascot Road, Watford",51.6514951,-0.4240602
Radisson Blu Edwardian Bloomsbury Street Hotel,"9-13 Bloomsbury Street, London",51.517605,-0.1276229
Radisson Blu Edwardian Mercer Street,"20 Mercer Street, London",51.5139527,-0.1271151
Richmond Park Hotel,"3 Petersham Road, Richmond",51.457735,-0.305121
Saint Georges Hotel,"Regent Street - London, London",51.5180176,-0.1426686
Sheraton Grand London Park Lane,"Piccadilly, London",51.5047721,-0.1472908
Sheraton Heathrow Hotel,"West Drayton, Heathrow Airport, West Drayton",51.4835858,-0.4812202
Sheraton Skyline Hotel London Heathrow,"Heathrow Airport, Bath Road, Hayes",51.4815492,-0.436535
The Greenwich Hotel London,"Catherine Grove, London",51.474493,-0.019535
The Montague on the Gardens,"15 Montague Street, London",51.520181,-0.1256957
The Petersham Hotel,"Nightingale Lane, Richmond",51.4509494,-0.2994632
The Richmond Gate Hotel,"152-158 Richmond Hill, Richmond",51.451307,-0.296684
The Rockwell,"181-183 Cromwell Road, London",51.494597,-0.1929396
The Savoy,"Strand, London",51.5101389,-0.1204211
The Wesley Euston Hotel & Conference Venue,"81-103 Euston Street, London",51.52674,-0.135865
The Westbridge Hotel- Stratford London,"335-337 High Street, London",51.5374279,-0.0022879
Thistle Hyde Park Hotel,"90-92 Lancaster Gate, London",51.5112451,-0.1808938
W London - Leicester Square,"10 Wardour Street, Leicester Square, London",51.5108676,-0.1314979
Domino's Pizza,"13 West Gate, Harlow",51.770161,0.092492
Domino's Pizza - London - Enfield Wash,"630 Hertford Road, Enfield Wash",51.6705182,-0.0410309
Domino's Pizza - London - Woodford Green,"1 Jubilee Parade, Snakes Lane East, Woodford Green",51.6075778,0.0351806
Gostosa,"159 High Street, London",51.534824,-0.242673
Ni Hao Restaurant,"105 Wembley Park Drive, London",51.562018,-0.28281
Pandan Thai Kitchen,"1057 Finchley Road, London",51.5803413,-0.1986146
Papa John's Pizza,"42 Joel Street, Northwood Hills",51.6015594,-0.4096617
Papa John's Pizza,"4 Mandeville Road, Northolt",51.545019,-0.372943
Papa John's Pizza,"177 West End Lane, London",51.546403,-0.191385
Papa John's Pizza,"61 Old Church Road, London",51.6189901,-0.0171195
Papa John's Pizza,"35 High Street, London",51.5791967,0.0250712
Papa John's Pizza,"146 Barking Road, London",51.5312902,0.0449211
Papa John's Pizza,"268 High Road, Loughton",51.6498637,0.0570768
Papa John's Pizza,"423 High Road, Ilford",51.5616052,0.0852191
Papa John's Pizza,"297 Heathway, Dagenham",51.5426802,0.1476819
Pizza Hut,"254 High Road, Harrow",51.603128,-0.3385143
Pizza Hut Delivery,"7 Walm Lane, London",51.547947,-0.2238585
Pizza Hut Delivery,"3 Rex Parade, Snakes Lane East, Woodford Green",51.6079635,0.0371609
Pizza Hut Delivery,"393 Barking Road, London",51.5332961,0.0550739
Pizza Hut Delivery,"339 Valence Avenue, Dagenham",51.5590587,0.1302825
Pizza Hut Delivery,3 Chase Cross Road,51.5997,0.1639188
Acha Halal Chinese,"1 Ealing Road, Glenmore Parade, Wembley",51.5420647,-0.2974488
Barracuda,"1 Headstone Drive, Harrow",51.5925676,-0.345524
Bella Naples,"83 High Road, London",51.5945206,0.0220256
Bhangra Beat,"49 Chigwell Rd, South Woodford",51.5905492,0.0339035
Brilliant Restaurant,"72-76 Western Road, Southall",51.5005059,-0.3877339
Caspian's Grill House,"Market House, 2 The Rows, Harlow",51.7713675,0.0925428
Catch Fish Restaurant,"147 Queen's Road, Buckhurst Hill",51.6260372,0.0375222
China Grill,"140 Cranbrook Road, Ilford",51.5625264,0.0681256
Cod Black Opps,"68 Ashworth Place, Harlow",51.7669152,0.1398328
Everest Lounge Ltd,"60 Peel Road, Harrow",51.5941926,-0.3321058
Eye 2,"159a High Road, Loughton",51.6445662,0.0526832
Fabs Chicken and Pizza,"14 Broadwalk, Harrow",51.5871689,-0.3625344
Firecracker,"44 Horseferry Road, London",51.4949909,-0.1271273
Fish'n'Chick'n,"6 Prentice Place, Harlow",51.7580069,0.1332757
Flower Drum Chinese Restaurant,"16 Market Street, Watford",51.6551298,-0.397802
Food Republic,"Unit 42 & 43 Silverthorne Road, London",51.4733296,-0.1439283
Fortune Inn,"14 London Road, Barking",51.5382311,0.0784047
Gandhis,"35 Grays Inn Road, London",51.5215441,-0.1138189
Garden Of India,"12-13, North House Bush Fair, 13 North Grove, Harlow",51.757533,0.112243
Hana,"8 Chamberlayne Road, London",51.5304143,-0.2164485
Hemalaya Tandoori Restaurant,"178 The Grove, London",51.5446536,0.0042999
Hillside Tandoori Restaurant,"128 Church Hill, Loughton",51.6550651,0.0655677
Hundred Degrees UK Ltd,"102-108 Pinner Road, Harrow",51.581336,-0.348317
Itsu,"10-11, Broadgate Arcade, 155 Bishopsgate, London",51.518902,-0.079912
Jalalabad 2 Restaurant,"992-994 Eastern Avenue, Ilford",51.5778767,0.0997
Long Ling,"15 Forest Drive, Theydon Bois, Epping",51.6721691,0.1013286
Maxim Ealing,"153-155 Northfield Avenue, London",51.5024466,-0.3160786
Moonlight Tandoori,"Staple Tye Mews, Perry Road, Harlow",51.7529981,0.0900602
Mr Chan's,"36 Watford Rd, Wembley",51.5569282,-0.3171106
New China,"57 High Street, Epping",51.6965076,0.1072949
Nicks Fish Bar,"52 Pyrles Lane, Loughton",51.6565315,0.0764818
Nonna Rosa III,"119 High Street, Uxbridge",51.5486278,-0.4813232
Oriental Chef,"78 Snakes Lane East, Woodford, Woodford Green",51.6078979,0.0364468
Phoenix Freight Logistics. T/A On a Mad 1,"312 High Street, London",51.5384904,-0.0016892
Pret A Manger,"155-166 London Wall, London",51.5172614,-0.0879791
Prezzo,"36-38 High Street, Pinner",51.59414,-0.3804358
Prezzo,"236 High Street, Epping",51.7005784,0.1136519
Rajdoot,"59 Windmill Hill, Ruislip",51.574112,-0.413405
Refill Eaterie,"500A Brixton Road, London",51.4619222,-0.1157099
Saffron Lounge,"52 Bridge Street, Pinner",51.5953822,-0.3842467
Sichuan Restaurant,"Millenium Leisure Park, Bugsby's Way, London",51.4904068,0.012137
Spicy Basil,"165 Kilburn High Road, London",51.540917,-0.19696
Spicy Food Plus,"83 Wilton Road, London",51.4924239,-0.140002
Star of India,"875 High Road Leytonstone, London, Leytonstone",51.5703615,0.0139904
Subway,"The Arena, Stockley Park, Uxbridge, London",51.5121497,-0.4445572
Subway,"54 Broadway, West Ealing, London",51.5106021,-0.3223013
Subway,"1, 260 Neasden Lane, London",51.5594286,-0.2494845
